League,Match Day,Match Name,Team,Player Name,Player Link,Team Formation,Team Link,Timestamp
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Donovan Wilson,https://www.whoscored.com/Players/241706/Show/Donovan-Wilson,Formation: 4-4-2,https://www.whoscored.com/Teams/164/Show/England-Grimsby,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Danny Rose,https://www.whoscored.com/Players/101138/Show/Danny-Rose,Formation: 4-4-2,https://www.whoscored.com/Teams/164/Show/England-Grimsby,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Owen Goodman,https://www.whoscored.com/Players/460442/Show/Owen-Goodman,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,William Greenidge,https://www.whoscored.com/Players/472314/Show/William-Greenidge,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Connor Hall,https://www.whoscored.com/Players/387829/Show/Connor-Hall,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Zach Mitchell,https://www.whoscored.com/Players/462645/Show/Zach-Mitchell,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Mandela Egbo,https://www.whoscored.com/Players/136453/Show/Mandela-Egbo,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Arthur Read,https://www.whoscored.com/Players/362185/Show/Arthur-Read,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Jayden Fevrier,https://www.whoscored.com/Players/469487/Show/Jayden-Fevrier,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Chay Cooper,https://www.whoscored.com/Players/426360/Show/Chay-Cooper,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Cameron McGeehan,https://www.whoscored.com/Players/260452/Show/Cameron-McGeehan,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Samson Tovide,https://www.whoscored.com/Players/399925/Show/Samson-Tovide,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Grimsby 2 : 3 Colchester,Joseph Taylor,https://www.whoscored.com/Players/434057/Show/Joseph-Taylor,Formation: 4-1-4-1,https://www.whoscored.com/Teams/195/Show/England-Colchester,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Mark Oxley,https://www.whoscored.com/Players/33851/Show/Mark-Oxley,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Kayne Ramsay,https://www.whoscored.com/Players/368253/Show/Kayne-Ramsay,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Anthony O'Connor,https://www.whoscored.com/Players/135738/Show/Anthony-O-39-Connor,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Rod McDonald,https://www.whoscored.com/Players/139168/Show/Rod-McDonald,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Matthew Foulds,https://www.whoscored.com/Players/287208/Show/Matthew-Foulds,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Levi Sutton,https://www.whoscored.com/Players/243176/Show/Levi-Sutton,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Dean Cornelius,https://www.whoscored.com/Players/397812/Show/Dean-Cornelius,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,George Thomson,https://www.whoscored.com/Players/387833/Show/George-Thomson,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Matty Daly,https://www.whoscored.com/Players/370989/Show/Matty-Daly,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Sam Folarin,https://www.whoscored.com/Players/399357/Show/Sam-Folarin,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Jack Muldoon,https://www.whoscored.com/Players/203899/Show/Jack-Muldoon,Formation: 4-2-3-1,https://www.whoscored.com/Teams/1974/Show/England-Harrogate-Town,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Christy Pym,https://www.whoscored.com/Players/134132/Show/Christy-Pym,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Jordan Bowery,https://www.whoscored.com/Players/43724/Show/Jordan-Bowery,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Aden Flint,https://www.whoscored.com/Players/134326/Show/Aden-Flint,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Lewis Brunt,https://www.whoscored.com/Players/429681/Show/Lewis-Brunt,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Calum MacDonald,https://www.whoscored.com/Players/336793/Show/Calum-MacDonald,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Ollie Clarke,https://www.whoscored.com/Players/138437/Show/Ollie-Clarke,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Louis Reed,https://www.whoscored.com/Players/256418/Show/Louis-Reed,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Aaron Lewis,https://www.whoscored.com/Players/323747/Show/Aaron-Lewis,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,George Maris,https://www.whoscored.com/Players/229559/Show/George-Maris,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Davis Keillor-Dunn,https://www.whoscored.com/Players/399438/Show/Davis-Keillor-Dunn,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Harrogate Town 1 : 4 Mansfield,Lucas Akins,https://www.whoscored.com/Players/134343/Show/Lucas-Akins,Formation: 4-3-1-2,https://www.whoscored.com/Teams/99/Show/England-Mansfield,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Craig MacGillivray,https://www.whoscored.com/Players/229560/Show/Craig-MacGillivray,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Warren O'Hora,https://www.whoscored.com/Players/384138/Show/Warren-O-39-Hora,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Jack Tucker,https://www.whoscored.com/Players/381094/Show/Jack-Tucker,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Daniel Harvie,https://www.whoscored.com/Players/399920/Show/Daniel-Harvie,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Cameron Norman,https://www.whoscored.com/Players/362123/Show/Cameron-Norman,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Jack Payne,https://www.whoscored.com/Players/134549/Show/Jack-Payne,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Conor Grant,https://www.whoscored.com/Players/382433/Show/Conor-Grant,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Alex Gilbey,https://www.whoscored.com/Players/134412/Show/Alex-Gilbey,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Joseph Tomlinson,https://www.whoscored.com/Players/405714/Show/Joseph-Tomlinson,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Ethan Robson,https://www.whoscored.com/Players/332124/Show/Ethan-Robson,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Max Dean,https://www.whoscored.com/Players/471831/Show/Max-Dean,Formation: 3-5-2,https://www.whoscored.com/Teams/28/Show/England-Milton-Keynes-Dons,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Harry Lewis,https://www.whoscored.com/Players/329820/Show/Harry-Lewis,Formation: 4-2-3-1,https://www.whoscored.com/Teams/22/Show/England-Bradford,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Brad Halliday,https://www.whoscored.com/Players/138592/Show/Brad-Halliday,Formation: 4-2-3-1,https://www.whoscored.com/Teams/22/Show/England-Bradford,10/25/23 10:51:49 AM
leaguetwo,"Tue, Oct 24 2023",Milton Keynes Dons 4 : 1 Bradford,Ash Taylor,https://www.whoscored.com/Players/134436/Show/Ash-Taylor,Formation: 4-2-3-1,https://www.whoscored.com/Teams/22/Show/England-Bradford,10/25/23 10:51:49 AM
